id,name,description,uid,data,activity_classification_id,topic_id,created_at,updated_at,flags
52,"Fast, faster, fastest",Comparative adjectives compare two people or things. Superlative adjectives compare one person or thing with everything else in the group.,pjoYyE-1Tx84AZ_tdXWjhQ,"""rule_position""=>""---
- '156'
- '157'
- '158'
- '159'
- '160'
- '161'
""",2,38,2013-10-14 18:43:47.566805,2014-04-18 19:41:39.222061,{archived}
98,Proofreading Practice,This story is filled with 41 grammatical errors.  Read the story carefully and try to find them all!,_Fg6j6Ueom4RizwpCMIW5A,"""rule_position""=>""---
- ''
""",2,62,2013-11-14 21:08:47.126042,2014-03-27 19:04:34.905549,{archived}
99,Fiction: Building a House?,This is a demonstration of our new lessons with images.,pZdWzEPln2JD6rINoQRI3A,"""body""=>""This is a story about a man who {+sat-(sit)|244} around the house all day and did nothing. One day, his wife came home early, so he {+hid-(hide)|241} in a closet so she would think he was at work building houses. The only problem was, he left the TV on! She knew that he was home doing nothing and said, \""If you {+built-(build)|246} houses as well as you hide inside them, we would be doing great!\"" The husband did not hear her. He was already asleep in his closet! It's hard doing nothing all day."", ""instructions""=>""Rewrite the following passage by rewriting the words in parentheses.""",1,63,2013-12-10 23:13:15.492041,2014-04-17 18:55:22.29122,{archived}
38,"The man is behind, the man behind, the man looking behind","Prepositional phrases answer the questions where something is (noun), what something looks like (adjective), and how something is being done (adverb).",Va2ZbGDOrJ7S6O20BEhOuQ,"""rule_position""=>""---
- '122'
- '123'
- '124'
- '125'
""",2,30,2013-09-24 00:48:43.771996,2014-04-18 02:30:57.443636,{archived}
40,"First word in a sentence, proper nouns, quotations, etc...",We capitalize the first letter of certain words.,LNingU2LBZvHJhSkotqg6g,"""rule_position""=>""---
- '133'
- '134'
- '135'
- '136'
""",2,31,2013-09-24 01:34:01.858966,2014-04-17 18:56:54.185618,{archived}
42,"He/she, him/her, his/hers, etc...","Use subjective, objective, and possessive pronouns properly.",D8htCx58uGIR9DY-Iw33xQ,"""rule_position""=>""---
- '138'
- '139'
- '140'
- '141'
""",2,32,2013-09-24 02:02:28.091318,2014-04-18 17:11:44.635185,{archived}
117,"Intermediate: Which, Where, When","",23gAYtn_D4YQcCQY-nUI5A,"""rule_position""=>""---
- 296
- 297
- 298
- 299
""",2,27,2014-04-19 15:42:24.84545,2014-04-20 03:12:09.64504,{alpha}
114,"Beginner: Which, Who, Where","",EQDtq-xdnOr7r-Z6KM0N9Q,"""rule_position""=>""---
- 285
- 286
- 287
- 288
""",2,27,2014-04-19 15:42:22.805524,2014-04-20 03:12:36.255986,{alpha}
115,"Beginner: Whose, That, When","",sWkNd5T_Yt9KOSdyM8Vpug,"""rule_position""=>""---
- 289
- 290
- 291
- 292
""",2,27,2014-04-19 15:42:23.462502,2014-04-20 03:23:42.039675,{alpha}
120,"Whose, Whom, Who (duplicate)","",p8wwLYM4QdJN4zJ9FvpGEg,"""rule_position""=>""---
- 307
- 308
- 309
- 310
""",2,27,2014-04-19 15:42:27.059133,2014-04-20 03:25:25.311473,{archived}
127,Sentence Writing: Capitalizing Words in Titles,Write eight sentences placing capital words in titles.,IkjAvx6AlzhcOGGRBGl3VA,"""rule_position""=>""---
- - '331'
  - '2'
- - '332'
  - '6'
""",2,41,2014-04-19 15:42:34.762055,2014-04-21 00:16:44.041393,{production}
69,Passage Proofreading: Snow Day (Fiction),Proofread a passage to ensure that commas are placed after introductory words.,VolwH12xgS732exLTniUDQ,"""body""=>""--- \""Alex woke up at seven o’clock as always. {+However,-However|173} when he looked
  out his window, he could barely see anything. It was snowing harder than he had
  ever seen. After staring at the falling snow for a while, his sister called out
  to him that breakfast was ready.\\r\\n\\r\\nAlex and his sister ate waffles and listened
  to the radio broadcast about the weather. {+Meanwhile,-Meanwhile|175} it kept snowing
  harder and harder. There must have been at least two feet of snow on the ground.\\r\\n\\r\\nThe
  radio announced that schools were closed that day. Alex had a big project ready
  for school, so he was a little disappointed. {+Still,-Still|174} it was nice to
  have a day off to play with his family.\\r\\n\""
"", ""instructions""=>""--- This story has three introductory words. However, they do not have a comma placed
  after them.<br><br> To make changes, click on a word and add a comma to the end
  of it.
...
""",1,47,2013-10-21 20:10:21.380138,2014-04-19 18:45:35.250485,{production}
20,"Can't, won't, don't, etc...",Contractions are made when you take two words put them together with an apostrophe.,YZiB6m2pjTno2JLyg66AiA,"""rule_position""=>""---
- '96'
- '97'
- '98'
- '100'
- '101'
- '103'
- '104'
""",2,20,2013-09-16 23:22:07.322974,2014-04-18 22:30:44.1037,{archived}
22,"Beautiful, beautifully","We use adjectives when we want to describe people, places and things (nice, beautiful, quick). We use adverbs when we want to describe how something was done (nicely, beautifully, quickly).",hmWtpqE-9LdsUSf9Q7N9gQ,"""rule_position""=>""---
- '85'
- '86'
- '88'
- '90'
""",2,21,2013-09-17 00:36:37.250186,2014-04-18 16:34:10.768263,{archived}
81,Passage Proofreading: Little Rabbits (Fiction),"Students using Quill write complete sentences by capitalizing the first word, spelling properly, and ending with some form of punctuation.",mvNABNKNcJfRAVUvaB1yyA,"""body""=>""--- '{+I-i|193} saw some little rabbits in a shop yesterday. {+They-they|193} looked
  adorable jumping and wriggling about. I wish I could have taken one home with {+me.-me|193}'
"", ""instructions""=>""--- In this passage, there are two words that need to be capitalized and one word
  that needs ending punctuation. To edit the text, click on a word and type in your
  changes.
...
""",1,53,2013-11-04 01:50:41.524531,2014-04-19 20:18:05.143152,{production}
28,"Myself, yourself, himself, etc...",Reflexive pronouns are used when the subject of the sentence is doing something to itself.,JK-fVTnifXkUZM69Tjt6lg,"""rule_position""=>""---
- '62'
- '63'
- '64'
- '66'
- '69'
""",2,24,2013-09-17 01:22:23.681351,2014-04-18 21:59:25.17154,{archived}
30,"Flock of geese, group of people, pack of cards, etc...","Collective nouns are singular words that represent a collection of people, places, or things.",TgP-306XqeAjSj0mr9PGxQ,"""rule_position""=>""---
- '48'
""",2,25,2013-09-17 01:27:18.228369,2014-04-18 21:58:25.696812,{archived}
32,"Who, whom, that, etc...","Relative pronouns (who, whose, whom, which, that) describe the noun that precedes them.",8flX-hfpIjHvU6Qn-XFYUg,"""rule_position""=>""---
- '106'
- '107'
- '108'
- '109'
- '110'
- '111'
- '112'
- '113'
- '114'
""",2,27,2013-09-23 22:09:40.586163,2014-04-18 22:27:01.39072,{archived}
34,"I am going, I was going, I will be going","The progressive tense describes ongoing actions.  It is made by adding ""ing"" to the end of verbs",lefLj2mppn358v17lsTluw,"""rule_position""=>""---
- '115'
- '116'
- '117'
- '118'
""",2,28,2013-09-23 22:38:21.909759,2014-04-11 14:39:36.525489,{archived}
100,"Sit, Hid, Built",This is a demonstration of our new lessons with images.,Cmn97pm78-7MgWYnYqssSg,"""rule_position""=>""---
- '241'
- '244'
- '246'
""",2,63,2013-12-10 23:13:15.492041,2014-04-17 18:55:22.29122,{archived}
102,"",Try to find all the errors in the story below. ,aacyPtJkmNzX266IqfjcpQ,"""rule_position""=>""--- []
""",2,64,2014-01-08 21:07:48.41956,2014-04-16 11:18:22.643134,{archived}
36,"Can, may, should, must",Determine which word is proper in which circumstances.,3v4_5bwdPo34b4oWAQ71IQ,"""rule_position""=>""---
- '119'
- '120'
- '121'
""",2,29,2013-09-24 00:17:11.579076,2014-04-17 17:04:38.824094,{archived}
44,"Myself, itself, himself, etc...",Intensive pronouns emphasize what the subject does.,sVLnYtBe7ik1i18bxSU6jw,"""rule_position""=>""---
- '142'
- '143'
""",2,33,2013-09-24 02:23:18.299603,2014-04-18 01:45:01.030993,{archived}
46,Pronouns that match subjects,Pronouns must maintain the same gender and number,twwogRg5thf-lSpaN4P3lw,"""rule_position""=>""---
- '144'
- '145'
- '146'
""",2,34,2013-09-24 02:30:41.36037,2014-04-18 15:55:37.715141,{archived}
48,"At, in, & on",Prepositions connect different parts of a sentence together.,TSYarZ_VyLd_GnKS4rYqNA,"""rule_position""=>""---
- '35'
- '36'
- '37'
- '38'
- '39'
- '40'
- '41'
""",2,36,2013-09-24 22:06:15.142731,2014-04-18 21:56:54.126908,{archived}
50,Using spaces with periods; using spaces with commas.,Use correct spacing with periods and commas.,W4ev_dttsZHqxbaEMBqkIg,"""rule_position""=>""---
- '152'
- '153'
- '154'
- '155'
""",2,37,2013-10-04 04:35:05.503399,2014-04-16 13:41:42.02592,{archived}
60,"That boy's toys, those boys' toys",Possessives are words that show what belongs to who.,sfg_WvG3cIdx6Y8E6D5TyQ,"""rule_position""=>""---
- '165'
- '166'
""",2,42,2013-10-14 19:19:29.212539,2014-04-18 19:41:21.028127,{archived}
138,"Sentence Writing: A, An",Write ten sentences using the articles a or an.,5GakS_djVK3qGFkZfASuXA,"""rule_position""=>""---
- - '371'
  - '2'
- - '373'
  - '2'
- - '372'
  - '6'
""",2,17,2014-04-19 15:42:43.253126,2014-04-19 19:21:07.407449,{production}
68,"Lose vs. loose, it's vs. its, they're vs. their vs. there etc...",Similar sounding words are often confused for one another. ,NnIXm-Y4TvR1eyA8w3HHKA,"""rule_position""=>""---
- '127'
- '128'
- '129'
- '130'
- '126'
- '132'
- '131'
""",2,46,2013-10-21 03:28:37.357468,2014-04-17 18:03:19.367424,{archived}
71,Passage Proofreading: Scott's Chicken Wrap (Fiction),Proofread a passage to ensure past participles are used correctly.,3epbu4AMYBw8UrnWkIfTtg,"""body""=>""--- \""Scott had {+been-beed|181} in culinary school for two years before opening his
  first restaurant. At first, only a few people visited the restaurant. However, all
  hope wasn't {+lost.-losed.|182} Scott kept cooking, and has since {+become-became|248}
  a popular chef in his hometown. Everyone who has {+eaten-eated|180} at his restaurant
  found themselves coming back again and again. Some are local diners, while others
  have {+gone-goed|184} great distances to try Scott's food. \\r\\n\\r\\nOne of the most
  popular items on the menu is the chicken wrap. The {+grilled-grill|179} chicken
  in the wrap is cooked to perfection, and the seasoning adds a good amount of spice.
  There is also plenty of lettuce and tomato to add to the flavor. The wrap alone
  has {+made-maked|183} a name for Scott and his new-found success.\""
"", ""instructions""=>""--- In this passage, the irregular past participles are not spelled correctly. <br><br>There
  is also one regular past participle that needs \""ed\"" at the end of the word. <br><br>To
  edit the text, click on a word and type in your changes.
...
""",1,48,2013-10-23 03:26:08.723149,2014-04-19 19:51:42.270292,{production}
76,Using spaces with quotation marks,We do not put extra spaces between quotations and the words next to them.,J25E7D5mkd2agDHw_R2QPw,"""rule_position""=>""---
- '188'
""",2,50,2013-10-27 21:25:23.867592,2014-04-14 13:04:14.193118,{archived}
63,Passage Proofreading: Baking a Cake (Fiction) ,Proofread a passage to ensure commas and colons are correctly used.,FY9FiEjHFO5mFD-rx-rayg,"""body""=>""--- \""\\\""Devon, could you help me with this recipe?\\\""\\r\\n\\r\\nDevon's mom did not usually
  ask for his help, so he thought that this must be important. Devon went downstairs
  to the kitchen where his mom was cooking.\\r\\n\\r\\n\\\""Devon, I can't mix the ingredients
  and read the recipe at the same time. Could you read the instructions to me out
  loud?\\\""\\r\\n\\r\\n\\\""No problem, mom. Take a mixing bowl and gather the following {+ingredients:-ingredients|172}
  eggs, milk, butter, and flour.\\\""\\r\\n\\r\\n\\\""Got it. What's next?\\\""\\r\\n\\r\\n\\\""Start
  preparing other ingredients, such as {+sugar, vanilla, and salt.-sugar vanilla and
  salt.|171} Can you handle this from here Mom?\\\""\\r\\n\\r\\n\\\""Yup! Thanks Devon! The
  cake should be ready in an hour or so, and you get the first piece!\\\""\""
"", ""instructions""=>""--- 'In this story, the lists need commas or colons.<br><br> Click on a word to write
  in punctuation. '
""",1,44,2013-10-14 19:55:06.99711,2014-09-11 16:34:56.100036,{production}
78,"Small, red ball vs. Small and red ball","Whenever two adjectives describe something, we do not need to put ""and"" in between them. We can simply use a comma after the first adjective.",nkl6HiKpKqAxE9hsVpCjZw,"""rule_position""=>""---
- '187'
""",2,51,2013-10-27 22:17:52.194134,2014-04-15 12:26:07.903703,{archived}
80,"Was created, were created","Verbs in the passive voice are the same as past participles and usually follow helping verbs like ""was"" and ""were"".",gDh0feDZU7oP5mUn-O8fxA,"""rule_position""=>""---
- '189'
""",2,52,2013-11-01 18:46:51.419592,2014-04-18 15:44:33.268954,{archived}
86,"Lose vs. loose, it's vs. its, they're vs. their vs. there etc...",Commonly Confused Words,E3rTIJXodJGlWyf6JzuJ-Q,"""rule_position""=>""---
- '201'
- '205'
- '200'
""",2,56,2013-11-11 20:19:00.092152,2014-04-18 16:15:52.026429,{archived}
92,Verb endings in a list stay consistent,Actions in a list usually stay in the same tense.,ZVVF3YxhfEeH0blylNXl2A,"""rule_position""=>""---
- '195'
- '196'
- '213'
""",2,59,2013-11-13 05:09:44.735591,2014-04-18 16:40:36.611754,{archived}
137,"Sentence Writing: At, In, On (Place)","Write ten sentences using at, in, and on.",PjbnqedMVMacwSdW9aI8CQ,"""rule_position""=>""---
- - '367'
  - '1'
- - '369'
  - '1'
- - '370'
  - '1'
- - '368'
  - '7'
""",2,6,2014-04-19 15:42:41.867299,2014-04-19 19:01:46.234238,{production}
88,"Sentence Writing: Than, Then; You're, Your; Lose, Loose",Write nine sentences using these commonly confused words correctly. ,u7uHk9U_4Bfc64knFYPrJA,"""rule_position""=>""---
- - '207'
  - '3'
- - '208'
  - '3'
- - '209'
  - '3'
""",2,56,2013-11-12 21:58:23.525814,2014-04-21 04:49:34.571084,{production}
90,"Sentence Writing: Thrown, Throne; Meant, Mint; Although, All Though",Write nine sentences using these commonly confused words correctly.,Vg-8y7ZBMan9rfg_1fp5ng,"""rule_position""=>""---
- - '197'
  - '3'
- - '198'
  - '3'
- - '199'
  - '3'
""",2,56,2013-11-12 22:24:29.257025,2014-04-21 04:53:10.113781,{production}
149,"Sentence Writing: Mice, Goose, Deer","Write nine sentences with the irregular nouns mice, goose, and deer.",GTP5gHBgoE9v_OoCqY_nKA,"""rule_position""=>""---
- - '403'
  - '1'
- - '405'
  - '1'
- - '406'
  - '1'
- - '404'
  - '6'
""",2,15,2014-04-19 15:42:48.76439,2014-04-19 19:31:19.366936,{production}
157,"Sentence Writing: So, Because",Write 10 sentences using the conjunctions so or because.,Pgcl7c_giqeHwWvdgJA3CQ,"""rule_position""=>""---
- - '426'
  - '2'
- - '428'
  - '2'
- - '427'
  - '6'
""",2,14,2014-04-19 15:42:56.233004,2014-04-19 20:17:41.12049,{production}
145,"Sentence Writing: Irregular Plural Nouns Ending With ""F,"" ""Fe,"" and ""O.""","Write ten sentences with irregular plural nouns ending with ""f,"" ""fe,"" and ""o.""",fypnCOoeIlxSWX0tHEsmkA,"""rule_position""=>""---
- - '390'
  - '1'
- - '392'
  - '1'
- - '393'
  - '1'
- - '391'
  - '7'
""",2,15,2014-04-19 15:42:47.306921,2014-04-20 00:16:02.135823,{production}
140,"Sentence Writing: A, An, The","Write ten sentences using the determiners a, an, or the.",u5RZdiz_yIOQpC97mrUILQ,"""rule_position""=>""---
- - '378'
  - '2'
- - '379'
  - '2'
- - '377'
  - '6'
""",2,17,2014-04-19 15:42:44.073209,2014-04-19 20:39:24.850739,{production}
152,Sentence Writing: Possessive Nouns,Write ten sentences using possessive nouns.,TEpiDLzhPCokb82RnlButQ,"""rule_position""=>""---
- - '412'
  - '2'
- - '413'
  - '8'
""",2,7,2014-04-19 15:42:51.665964,2014-04-19 20:30:45.650564,{production}
136,"Sentence Writing: At, In, On (Time)","Write ten sentences using at, in and on.",40F3qnu3khw2ooEw2oZwLQ,"""rule_position""=>""---
- - '363'
  - '1'
- - '365'
  - '1'
- - '366'
  - '1'
- - '364'
  - '7'
""",2,6,2014-04-19 15:42:40.925522,2014-04-19 19:03:34.678031,{production}
148,"Sentence Writing: Children, People",Write ten sentences with the irregular nouns children and people.,83KWWwB6tOWV7mnw82GHaQ,"""rule_position""=>""---
- - '400'
  - '2'
- - '402'
  - '2'
- - '401'
  - '6'
""",2,15,2014-04-19 15:42:48.357832,2014-04-19 20:33:20.406394,{production}
135,"Sentence Writing: Themselves, Ourselves, Itself, Herself.","Write ten sentences with the reflexive pronouns themselves, ourselves, itself, and herself.",7reO3f_OIauga8bopw14HA,"""rule_position""=>""---
- - '358'
  - '1'
- - '360'
  - '1'
- - '361'
  - '1'
- - '362'
  - '1'
- - '359'
  - '6'
""",2,24,2014-04-19 15:42:39.694463,2014-04-20 03:05:21.937788,{production}
189,Passage Proofreading: A Man and His Mouse (Mythology) - Part 4,Proofread a passage and try to find all errors.,WgucafYZSp4ci-sEhUUSGg,"""body""=>""--- ''
"", ""instructions""=>""--- ''
""",1,62,2014-05-26 20:58:49.061167,2014-05-26 21:03:36.377122,{archived}
75,Passage Proofreading: Hiking in Maine (Fiction),Proofread a passage correctly using spaces with quotation marks.,R0lNOPPAyQw65jzcgQuSng,"""body""=>""--- \""Two cousins, Hailey and Maria, were hiking around Acadia National Park. Tired,
  Hailey asked, {+\\\""Could-\\\"" Could|188} you pass me some water? I need to take a {+break.\\\""-break.
  \\\""|188}\\r\\n\\r\\n{+\\\""Sure,\\\""-\\\"" Sure, \\\""|188} Maria cheerfully replied, and handed
  her cousin a water bottle. As she passed the bottle over, Hailey remembered that
  they only brought one bottle for the two of them. {+\\\""I'll-\\\"" I'll|188} try not
  to drink all of {+it,\\\""-it, \\\""|188} She said.\\r\\n\\r\\n{+\\\""Don't-\\\"" Don't|188} worry
  about {+it,\\\""-it, \\\""|188} said Maria, {+\\\""It-\\\"" It|188} is more important that you
  hydrate often than to overexert {+yourself.\\\""-yourself. \\\""|188}\\r\\n\\r\\n{+\\\""Thanks
  Maria,\\\""-\\\"" Thanks Maria, \\\""|188} Hailey said as the two cousins sat down to enjoy
  the view.\""
"", ""instructions""=>""--- In this passage, there are spaces in between the quotation marks and the words
  next to them. To make edits, click on a word and delete any unnecesary spaces.
...
""",1,50,2013-10-27 21:25:23.867592,2014-05-03 14:57:22.582753,{production}
154,Sentence Writing: Past Tense Verbs,Write ten sentences using the correct past tense form of verbs.,l2FMdpAa6IHtoqwj-CJd_Q,"""rule_position""=>""---
- - '419'
  - '2'
- - '420'
  - '8'
""",2,12,2014-04-19 15:42:53.571981,2014-04-20 03:15:41.224668,{production}
165,Sentence Writing: Use Commas in Addresses,Write eight sentences placing commas in addresses.,zw0hEcs5ftlVFBMww-6FRg,"""rule_position""=>""---
- - '452'
  - '2'
- - '453'
  - '6'
""",2,39,2014-04-19 15:43:01.997833,2014-04-20 03:34:41.423838,{production}
158,Sentence Writing: Adjectives and Adverbs,Write ten sentences using adjectives and adverbs.,RCwqGgUB1UFEiY2R1kiJCg,"""rule_position""=>""---
- - '429'
  - '2'
- - '431'
  - '2'
- - '430'
  - '6'
""",2,21,2014-04-19 15:42:57.414495,2014-04-21 00:06:31.368477,{production}
167,"Sentence Writing: Eaten, Been, Regular Past Participles","Write ten sentences using eaten, been, and regular past participles.",C0ERZcH2Wyk1kH9h5QhzfA,"""rule_position""=>""---
- - '458'
  - '2'
- - '460'
  - '2'
- - '461'
  - '2'
- - '459'
  - '4'
""",2,48,2014-04-19 15:43:03.540094,2014-04-20 03:54:33.268007,{production}
142,Sentence Writing: Change into Proper Passive or Active Sentences,Write eight sentences in the proper voice.,rsO9fngkBsTulzL_v5WS8w,"""rule_position""=>""---
- - '383'
  - '2'
- - '385'
  - '2'
- - '384'
  - '4'
""",2,52,2014-04-19 15:42:45.440997,2014-04-20 19:11:04.784543,{production}
155,Sentence Writing: Future Tense Verbs,Write ten sentences using verbs in the future tense.,_mfHh8PtBifRaGWGeMShfA,"""rule_position""=>""---
- - '421'
  - '2'
- - '422'
  - '8'
""",2,12,2014-04-19 15:42:54.085916,2014-04-20 04:14:00.475569,{production}
153,Sentence Writing: Collective Nouns,Write eight sentences using collective nouns.,6mWEHhrOORcKWrLmoI3WwA,"""rule_position""=>""---
- - '414'
  - '1'
- - '416'
  - '1'
- - '417'
  - '1'
- - '418'
  - '1'
- - '415'
  - '4'
""",2,25,2014-04-19 15:42:52.538897,2014-04-21 04:50:44.177092,{alpha}
150,Sentence Writing: Singular and Plural Nouns with Matching Verbs,Write ten sentences using singular and plural nouns with matching verbs.,quYQkbclq0E41N3RZb88pA,"""rule_position""=>""---
- - '407'
  - '3'
- - '408'
  - '7'
""",2,10,2014-04-19 15:42:49.736342,2014-04-20 04:33:27.057084,{production}
168,"Sentence Writing: However, Still",Write ten sentences using the introductory prepositional phrases however and still.,Cm5WhrFtbjAkOYOtICaQ8g,"""rule_position""=>""---
- - '462'
  - '2'
- - '464'
  - '2'
- - '463'
  - '6'
""",2,47,2014-04-19 15:43:05.26814,2014-04-19 20:36:31.444777,{production}
132,"Sentence Writing: Knew, Made, Became","Write nine sentences using the irregular past tense verbs knew, made, and became.",Pmp8kDTxMHtqyIpKg847Qg,"""rule_position""=>""---
- - '346'
  - '1'
- - '348'
  - '1'
- - '349'
  - '1'
- - '347'
  - '7'
""",2,22,2014-04-19 15:42:37.653768,2014-04-20 02:16:41.371125,{production}
179,Sentence Writing: Form and Use Possessives,Write ten sentences using and forming possessives.,ewWTroOWUOJ0cVADnnaavQ,"""rule_position""=>""---
- - '499'
  - '2'
- - '502'
  - '2'
- - '501'
  - '1'
- - '500'
  - '5'
""",2,42,2014-04-19 15:43:24.731125,2014-04-20 02:23:32.109779,{production}
146,"Sentence Writing: Men, Women",Write eight sentences with the irregular nouns men and women.,QdR3olOK3n2Wz6tMgTKmHQ,"""rule_position""=>""---
- - '394'
  - '1'
- - '396'
  - '1'
- - '395'
  - '6'
""",2,15,2014-04-19 15:42:47.679702,2014-04-20 02:27:05.658631,{production}
134,"Sentence Writing: Myself, Yourself",Write nine sentences with the reflexive pronouns myself and yourself.,562-2iTWwgif3Wc8_snemw,"""rule_position""=>""---
- - '354'
  - '1'
- - '356'
  - '1'
- - '357'
  - '1'
- - '355'
  - '6'
""",2,24,2014-04-19 15:42:39.170688,2014-04-20 02:34:23.116,{production}
119,"Intermediate: Why, That","",yTD-GbL6ZVuRJzTvqXLmuA,"""rule_position""=>""---
- 304
- 305
- 306
""",2,27,2014-04-19 15:42:26.268972,2014-04-20 03:09:33.644488,{alpha}
118,"Sentence Writing: Whose, Whom, Who","Write twelve sentences using the relative pronouns whose, whom, and who.",ldc90hxcrRwQNPpYqjmx9g,"""rule_position""=>""---
- - '307'
  - '2'
- - '309'
  - '2'
- - '310'
  - '2'
- - '308'
  - '6'
""",2,27,2014-04-19 15:42:25.432905,2014-04-20 03:26:13.339262,{production}
147,"Sentence Writing: Feet, Teeth",Write eight sentences with the irregular nouns feet and teeth.,aIIA2sboXi1iMV0RuF1R0Q,"""rule_position""=>""---
- - '397'
  - '1'
- - '399'
  - '1'
- - '398'
  - '6'
""",2,15,2014-04-19 15:42:47.997009,2014-04-20 03:30:20.398952,{production}
178,Sentence Writing: Correct Capitalization,Write twelve sentences using correct capitalization.,c8OTV2Y7hrSqf9FNYqedTg,"""rule_position""=>""---
- - '494'
  - '1'
- - '498'
  - '1'
- - '496'
  - '1'
- - '497'
  - '1'
- - '495'
  - '8'
""",2,31,2014-04-19 15:43:23.103053,2014-04-20 03:49:28.836346,{production}
174,Sentence Writing: Intensive Pronouns,Write ten sentences using intensive pronouns.,80MBG8k-lo_zuAUY4Sxd8g,"""rule_position""=>""---
- - '481'
  - '3'
- - '482'
  - '10'
""",2,33,2014-04-19 15:43:13.552332,2014-04-20 04:03:59.359622,{production}
171,Sentence Writing: Spaces with Punctuation,Write ten sentences correctly using spaces for punctuation.,7-y2e4ackJDUtoq3wMV4Yw,"""rule_position""=>""---
- - '470'
  - '1'
- - '472'
  - '1'
- - '473'
  - '1'
- - '474'
  - '1'
- - '471'
  - '2'
""",2,37,2014-04-19 15:43:07.994287,2014-04-21 05:22:33.623647,{production}
180,Sentence Writing: Commas and Quotation Marks in Dialogue,Write ten sentences using commas and quotation marks for the dialogue.,lQm65Mm93flT8iqAJFxsnQ,"""rule_position""=>""---
- - '503'
  - '2'
- - '504'
  - '8'
""",2,40,2014-04-19 15:43:26.318015,2014-04-20 20:24:14.837353,{production}
173,Sentence Writing: Misplaced Modifiers,Write ten sentences using correctly placed modifiers.,aQNhjTfGqT1oFEEAmcnLMA,"""rule_position""=>""---
- - '479'
  - '3'
- - '480'
  - '7'
""",2,49,2014-04-19 15:43:12.515665,2014-04-21 00:29:19.361701,{production}
116,"Sentence Writing: Beginner: Whom, Why",Write ten sentences using the relative pronouns whom and why.,BpLxvIQ3E9_znPUHS7tUzg,"""rule_position""=>""---
- - '293'
  - '2'
- - '295'
  - '2'
- - '294'
  - '6'
""",2,27,2014-04-19 15:42:24.216915,2014-04-21 04:40:12.98221,{production}
124,Sentence Writing: Comparative and Superlative Adjectives,Write ten sentences using comparative and superlative adjectives.,iYB86ILrC_x4DZwKhqV-mQ,"""rule_position""=>""---
- - '322'
  - '2'
- - '324'
  - '2'
- - '323'
  - '6'
""",2,38,2014-04-19 15:42:32.878693,2014-04-20 19:46:35.487044,{production}
177, Sentence Writing: Colons and Commas in a List,Write ten sentences using commas and colons in lists.,u5e9k_QsDNfQZ1zCBdTnxw,"""rule_position""=>""---
- - '491'
  - '2'
- - '493'
  - '2'
- - '492'
  - '6'
""",2,44,2014-04-19 15:43:21.541285,2014-04-20 20:21:10.491152,{production}
181,"Sentence Writing: Capitalize Holidays, Product Names, and Geographic Names","Write ten sentences using the correct capitalization of holidays, product names and geographic names.",ljvOeunrkWm1flf8UzkbJQ,"""rule_position""=>""---
- - '505'
  - '2'
- - '508'
  - '2'
- - '507'
  - '2'
- - '506'
  - '4'
""",2,23,2014-04-19 15:43:27.669399,2014-04-20 03:30:59.637091,{production}
169,Sentence Writing: Commas After Introductory Prepositional Phrases,Write ten sentences using commas after introductory prepositional phrases.,zXmrUdqrIiWvDCyqNFqW2A,"""rule_position""=>""---
- - '465'
  - '2'
- - '467'
  - '2'
- - '466'
  - '6'
""",2,47,2014-04-19 15:43:05.681539,2014-04-20 03:35:39.683866,{production}
122,"Sentence Writing: Where, Why, When","Write ten sentences using the relative pronouns where, why and when.",O9nI_ezZT674x5iAu-lZkw,"""rule_position""=>""---
- - '314'
  - '2'
- - '316'
  - '2'
- - '317'
  - '2'
- - '315'
  - '4'
""",2,27,2014-04-19 15:42:29.586585,2014-04-20 03:36:17.19785,{production}
183,Sentence Writing: Capitalize Dates and Names of People,Write ten sentences using proper capitalization of dates and names.,yFvQ3G9HsDCsst_HUT2IBQ,"""rule_position""=>""---
- - '512'
  - '2'
- - '514'
  - '2'
- - '513'
  - '6'
""",2,18,2014-04-19 15:43:31.791378,2014-04-20 03:43:24.53407,{production}
144,Sentence Writing: Change Sentences from Passive to Active,Write eight sentences in the active voice.,y-lv6h26cGCMM67dQkJTFw,"""rule_position""=>""---
- - '389'
  - '3'
- - '388'
  - '5'
""",2,52,2014-04-19 15:42:46.417643,2014-04-20 03:56:23.70724,{production}
143,Sentence Writing: Change Sentences from Active to Passive,Write eight sentences in the passive voice.,Btxe2rIa8xvEwzG8iv3hXw,"""rule_position""=>""---
- - '386'
  - '3'
- - '387'
  - '5'
""",2,52,2014-04-19 15:42:45.844743,2014-04-20 03:58:00.568737,{production}
182,Sentence Writing: Use Commas for Dates and Lists,Write ten sentences using commas in dates and lists.,j_FCTgOtYuOPhrn6opBb7A,"""rule_position""=>""---
- - '509'
  - '2'
- - '511'
  - '2'
- - '510'
  - '6'
""",2,19,2014-04-19 15:43:30.471644,2014-04-20 04:28:08.478464,{production}
121,"Sentence Writing: Which, That",Write eight sentences using the relative pronouns which and that.,Hn_2dMSFi7sKtsYdyzgpzw,"""rule_position""=>""---
- - '311'
  - '1'
- - '313'
  - '2'
- - '312'
  - '5'
""",2,27,2014-04-19 15:42:28.810635,2014-04-20 04:34:44.069026,{production}
