id,instructions,prompt,body,createdAt,updatedAt,ruleId,hint
1511,"Rewrite the sentence, filling in the blank with the correct preposition.","_____ the spring, my family and I go to the lakeside.","---
- {In} the spring, my family and I go to the lakeside.
",4/19/2014 15:42:42,4/19/2014 15:42:42,365,
1512,"Rewrite the sentence, filling in the blank with the correct preposition.",My parents' anniversary is _____ the 12th.,"---
- My parents' anniversary is {on} the 12th.
",4/19/2014 15:42:42,4/19/2014 15:42:42,366,
1513,"Rewrite the sentence with the correct preposition.",She parked her car <u>at / on</u> the far end of the parking lot.,"---
- She parked her car {at} the far end of the parking lot.
- She parked her car {near} the far end of the parking lot.
",4/19/2014 15:42:42,4/19/2014 15:42:42,367,
1514,"Rewrite the sentence, filling in the blank with the correct preposition.",I live _____ the end of my street.,"---
- I live {at} the end of my street.
",4/19/2014 15:42:42,4/19/2014 15:42:42,368,
1515,"Rewrite the sentence, filling in the blank with the correct preposition.",Why don't we meet _____ my place tonight?,"---
- Why don't we meet {at} my place tonight?
",4/19/2014 15:42:42,4/19/2014 15:42:42,368,
1516,"Rewrite the sentence, filling in the blank with the correct preposition.",My sister works _____ a law firm.,"---
- My sister works {at} a law firm.
",4/19/2014 15:42:42,4/19/2014 15:42:42,368,
1517,"Rewrite the sentence, filling in the blank with the correct preposition.",The Running of the Bulls still occurs every year ( at / in / on ) Spain.,"---
- The Running of the Bulls still occurs every year {in} Spain.
",4/19/2014 15:42:42,4/19/2014 15:42:42,368,
1518,"Rewrite the sentence, filling in the blank with the correct preposition.",Don't tell me you locked your keys _____ your car again.,"---
- Don't tell me you locked your keys {in} your car again.
",4/19/2014 15:42:42,4/19/2014 15:42:42,368,
1519,"Rewrite the sentence, filling in the blank with the correct preposition.",I keep my new wallet _____ my pocket.,"---
- I keep my new wallet {in} my pocket.
",4/19/2014 15:42:42,4/19/2014 15:42:42,368,
1520,Rewrite the following sentence by choosing the correct preposition from inside the parentheses.,The car had a built  ( in / at / on ) safe for emergencies.,"---
- The car had a built {in} safe for emergencies.
",4/19/2014 15:42:42,4/19/2014 15:42:42,368,
1521,"Rewrite the sentence, filling in the blank with the correct preposition.",Let's put these books ______ a box and ship them.,"---
- Let's put these books {in} a box and ship them.
",4/19/2014 15:42:42,4/19/2014 15:42:42,368,
1522,"Rewrite the sentence, filling in the blank with the correct preposition.",Let's place the table _____ the floor.,"---
- Let's place the table {on} the floor.
",4/19/2014 15:42:42,4/19/2014 15:42:42,368,
1523,"Rewrite the sentence, filling in the blank with the correct preposition.",All the gazelles _____ the plain are galloping.,"---
- All the gazelles {on} the plain are galloping.
",4/19/2014 15:42:42,4/19/2014 15:42:42,368,
1524,"Rewrite the sentence, filling in the blank with the correct preposition.",The zig-zag print ______ the carpet is exotic.,"---
- The zig-zag print {on} the carpet is exotic.
",4/19/2014 15:42:42,4/19/2014 15:42:42,368,
1525,"Rewrite the sentence, filling in the blank with the correct preposition.",Remember to mark the date _____ your calendars.,"---
- Remember to mark the date {on} your calendars.
",4/19/2014 15:42:42,4/19/2014 15:42:42,368,
1526,"Rewrite the sentence, filling in the blank with the correct preposition.",We set up laser tag _____ the living room.,"---
- We set up laser tag {in} the living room.
",4/19/2014 15:42:42,4/19/2014 15:42:42,369,
1527,"Rewrite the sentence, filling in the blank with the correct preposition.",There is a wreath hanging ______ the wall.,"---
- There is a wreath hanging {on} the wall.
",4/19/2014 15:42:42,4/19/2014 15:42:42,370,
1528,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",I think I hear <u>a / an</u> woodpecker.,"---
- I think I hear {a} woodpecker.
",4/19/2014 15:42:43,4/19/2014 15:42:43,371,
1530,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",I can't drive ____ car yet.,"---
- I can't drive {a} car yet.
",4/19/2014 15:42:43,4/19/2014 15:42:43,372,
1531,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",____ magician doesn't reveal his tricks.,"---
- {A} magician doesn't reveal his tricks.
",4/19/2014 15:42:43,4/19/2014 15:42:43,372,
1532,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.","Yesterday, I learned how to ride _____ bike.","---
- Yesterday, I learned how to ride {a} bike.
",4/19/2014 15:42:43,4/19/2014 15:42:43,372,
1533,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",Did anybody see ____ giraffe nearby?,"---
- Did anybody see {a} giraffe nearby?
",4/19/2014 15:42:43,4/19/2014 15:42:43,372,
1534,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",There is _____ lioness protecting her cubs.,"---
- There is {a} lioness protecting her cubs.
",4/19/2014 15:42:43,4/19/2014 15:42:43,372,
1535,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",_____ snake slithered across the path.,"---
- {A} snake slithered across the path.
",4/19/2014 15:42:43,4/19/2014 15:42:43,372,
1536,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",My friend bought me _____ top hat for graduation.,"---
- My friend bought me {a} top hat for graduation.
",4/19/2014 15:42:44,4/19/2014 15:42:44,372,
1537,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",We will need _____ big turkey for the stew.,"---
- We will need {a} big turkey for the stew.
",4/19/2014 15:42:44,4/19/2014 15:42:44,372,
1538,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",There's _____ open box on the table.,"---
- There's {an} open box on the table.
",4/19/2014 15:42:44,4/19/2014 15:42:44,372,
1539,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",They went to _____ ice skating rink.,"---
- They went to {an} ice skating rink.
",4/19/2014 15:42:44,4/19/2014 15:42:44,372,
1540,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",There is ____ easy way to solve this problem.,"---
- There is {an} easy way to solve this problem.
",4/19/2014 15:42:44,4/19/2014 15:42:44,372,
1541,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.","There is ____ elephant on the plane, so be careful.","---
- There is {an} elephant on the plane, so be careful.
",4/19/2014 15:42:44,4/19/2014 15:42:44,372,
1542,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.","I saw _____ opportunity, so I took it.","---
- I saw {an} opportunity, so I took it.
",4/19/2014 15:42:44,4/19/2014 15:42:44,372,
1543,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",Did you know that Salvador Dali owned _____ anteater?,"---
- Did you know that Salvador Dali owned {an} anteater?
",4/19/2014 15:42:44,4/19/2014 15:42:44,372,
1544,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",<u>A / An</u> ostrich is a large bird.,"---
- An ostrich is {a} large bird.
",4/19/2014 15:42:44,4/19/2014 15:42:44,373,
1545,"Rewrite the sentence, filling in the blank with either <b>a</b> or <b>an</b>.",<u>A / An</u> apple a day keeps the doctor away.,"---
- {An} apple a day keeps the doctor away.
",4/19/2014 15:42:44,4/19/2014 15:42:44,373,
1546,"Rewrite each sentence, filling in the blank with either <b>this</b> or <b>that</b>.",_____ new computer here runs faster than that one.,"---
- {This} new computer here runs faster than that one.
",4/19/2014 15:42:44,4/19/2014 15:42:44,374,
1547,"Rewrite each sentence, filling in the blank with either <b>this</b> or <b>that</b>.",_____ chart here is a Venn diagram.,"---
- {This} chart here is a Venn diagram.
",4/19/2014 15:42:44,4/19/2014 15:42:44,374,
1548,"Rewrite each sentence, filling in the blank with either <b>this</b> or <b>that</b>.",_____ coffeehouse across the street has a new look.,"---
- {That} coffeehouse across the street has a new look.
",4/19/2014 15:42:44,4/19/2014 15:42:44,374,
1549,"Rewrite each sentence, filling in the blank with either <b>this</b> or <b>that</b>.",_____ movie I have is a classic.,"---
- {This} movie I have is a classic.
",4/19/2014 15:42:44,4/19/2014 15:42:44,374,
1550,"Rewrite each sentence, filling in the blank with either <b>this</b> or <b>that</b>.",_____ man over there is my brother.,"---
- {That} man over there is my brother.
",4/19/2014 15:42:44,4/19/2014 15:42:44,374,
1551,"Rewrite each sentence, filling in the blank with either <b>this</b> or <b>that</b>.",_____ is my house right here.,"---
- {This} is my house right here.
",4/19/2014 15:42:44,4/19/2014 15:42:44,374,
1552,"Rewrite each sentence, filling in the blank with either <b>this</b> or <b>that</b>.",<u>This / that</u> library over there is very popular.,"---
- {That} library over there is very popular.
",4/19/2014 15:42:44,4/19/2014 15:42:44,375,
1554,"Rewrite each sentence, filling in the blank with either <b>this</b> or <b>that</b>.",You should read <u>this / that</u> book I have when I'm done with it.,"---
- You should read {this} book I have when I'm done with it.
",4/19/2014 15:42:44,4/19/2014 15:42:44,376,
1555,"Rewrite each sentence, filling in the blank with either <b>this</b> or <b>that</b>.",<u>This / That</u> sweater I am wearing is itchy.,"---
- {This} sweater I am wearing is itchy.
",4/19/2014 15:42:44,4/19/2014 15:42:44,376,
1556,"Rewrite each sentence, filling in the blank with <b>a</b>, <b>an</b>,  or <b>the</b>.",The otter I saw at <u>an / the</u> zoo was cute.,"---
- The otter I saw at {the} zoo was cute.
",4/19/2014 15:42:44,4/19/2014 15:42:44,377,
1557,"Rewrite each sentence, filling in the blank with <b>a</b>, <b>an</b>,  or <b>the</b>.",( A / The ) picture I am holding is of my grandma.,"---
- {The} picture I am holding is of my grandma.
",4/19/2014 15:42:44,4/19/2014 15:42:44,377,
1558,"Rewrite each sentence, filling in the blank with <b>a</b>, <b>an</b>,  or <b>the</b>.",Is that _____ best you've got?,"---
- Is that {the} best you've got?
",4/19/2014 15:42:44,4/19/2014 15:42:44,377,
1559,"Rewrite each sentence, filling in the blank with <b>a</b>, <b>an</b>,  or <b>the</b>.",Please pass _____ gravy.,"---
- Please pass {the} gravy.
",4/19/2014 15:42:44,4/19/2014 15:42:44,377,
1560,"Rewrite each sentence, filling in the blank with <b>a</b>, <b>an</b>,  or <b>the</b>.",Joel has his head in _____ clouds.,"---
- Joel has his head in {the} clouds.
",4/19/2014 15:42:44,4/19/2014 15:42:44,377,
1561,"Rewrite each sentence, filling in the blank with <b>a</b>, <b>an</b>,  or <b>the</b>.",Who ate _____ last biscotti?,"---
- Who ate {the} last biscotti?
",4/19/2014 15:42:44,4/19/2014 15:42:44,377,
1562,"Rewrite each sentence, filling in the blank with <b>a</b>, <b>an</b>,  or <b>the</b>.",This shirt is _____ wrong size.,"---
- This shirt is {the} wrong size.
",4/19/2014 15:42:44,4/19/2014 15:42:44,377,
1563,"Rewrite each sentence, filling in the blank with <b>a</b>, <b>an</b>,  or <b>the</b>.",Jayson is kind of _____ burly guy.,"---
- Jayson is kind of {a} burly guy.
",4/19/2014 15:42:44,4/19/2014 15:42:44,377,
1564,"Rewrite each sentence, filling in the blank with <b>a</b>, <b>an</b>,  or <b>the</b>.",There is _____ concert I want to attend.,"---
- There is {a} concert I want to attend.
",4/19/2014 15:42:44,4/19/2014 15:42:44,377,
1565,"Rewrite each sentence, filling in the blank with <b>a</b>, <b>an</b>,  or <b>the</b>.",There has to be _____ easy way out of this complex.,"---
- There has to be {an} easy way out of this complex.
",4/19/2014 15:42:44,4/19/2014 15:42:44,377,
1566,"Rewrite each sentence, filling in the blank with <b>a</b>, <b>an</b>,  or <b>the</b>.",Travelling is ___ incredible experience.,"---
- Travelling is {an} incredible experience.
",4/19/2014 15:42:44,4/19/2014 15:42:44,377,
1567,"Rewrite each sentence, choosing <b>a</b>, <b>an</b>,  or <b>the</b>.",Even ____ best of friends still argue.,"---
- Even {the} best of friends still argue.
",4/19/2014 15:42:44,4/19/2014 15:42:44,378,
1568,"Rewrite each sentence, choosing <b>a</b>, <b>an</b>,  or <b>the</b>.",____ Dodgers were the World Champions in 1955.,"---
- {The} Dodgers were the World Champions in 1955.
",4/19/2014 15:42:44,4/19/2014 15:42:44,378,
1569,"Rewrite each sentence, choosing <b>a</b>, <b>an</b>,  or <b>the</b>.",Music is <u>a / an / the</u> pastime of mine.,"---
- Music is {a} pastime of mine.
",4/19/2014 15:42:44,4/19/2014 15:42:44,379,
1570,"Rewrite each sentence, choosing <b>a</b>, <b>an</b>,  or <b>the</b>.",There has to be <u>a / an / the</u> easier way.,"---
- There has to be {an} easier way.
",4/19/2014 15:42:44,4/19/2014 15:42:44,379,
1582,"Rewrite the sentence, changing the underlined words to match the correct voice.",The bridge <u>to be crossed</u> by cars tomorrow morning.,"---
- The bridge {will be crossed} by cars tomorrow morning.
",4/19/2014 15:42:46,4/19/2014 15:42:46,383,
1583,"Rewrite the sentence, changing the underlined words to match the correct voice.",That amazing lunch <u>to be cooked</u> by Tom yesterday.,"---
- That amazing lunch {was cooked} by Tom yesterday.
",4/19/2014 15:42:46,4/19/2014 15:42:46,383,
1584,"Rewrite the sentence, changing the underlined words to match the correct voice.",My toe <u>to be bruised</u> yesterday after I stubbed it.,"---
- ! 'My toe {was bruised} yesterday after I stubbed it.  '
",4/19/2014 15:42:46,4/19/2014 15:42:46,384,
1585,"Rewrite the sentence, changing the underlined words to match the correct voice.",The class president <u>to be elected</u> by the student body at the end of the week.,"---
- The class president {will be elected} by the student body at the end of the week.
",4/19/2014 15:42:46,4/19/2014 15:42:46,384,
1586,"Rewrite the sentence, changing the underlined words to match the correct voice.",Reading too much on a computer <u>to bother</u> my eyes.,"---
- Reading too much on a computer {bothers} my eyes.
",4/19/2014 15:42:46,4/19/2014 15:42:46,384,
1587,"Rewrite the sentence, changing the underlined words to match the correct voice.",I had trouble <u>to open</u> the pickle jar.,"---
- I had trouble {opening} the pickle jar.
",4/19/2014 15:42:46,4/19/2014 15:42:46,384,
1588,"Rewrite the sentence, changing the underlined words to match the correct voice.",I enjoy <u>to eat</u> sandwiches with potato chips inside.,"---
- I enjoy {eating} sandwiches with potato chips inside.
",4/19/2014 15:42:46,4/19/2014 15:42:46,385,
1589,"Rewrite the sentence, changing the underlined words to match the correct voice.",Have you ever <u>to play</u> chess?,"---
- Have you ever {played} chess?
",4/19/2014 15:42:46,4/19/2014 15:42:46,385,
1590,Rewrite the sentence in the passive voice.,Alex climbed onto the roof.,"---
- {The roof was climbed onto by Alex}.
",4/19/2014 15:42:46,4/19/2014 15:42:46,386,
1591,Rewrite the sentence in the passive voice.,Shirley will take the test.,"---
- {The test will be taken by Shirley}.
",4/19/2014 15:42:46,4/19/2014 15:42:46,386,
1592,Rewrite the sentence in the passive voice.,Thomas Edison invented the lightbulb.,"---
- {The lightbulb was invented by Thomas Edison}.
",4/19/2014 15:42:46,4/19/2014 15:42:46,386,
1593,Rewrite the sentence in the passive voice.,I won the race.,"---
- {The race was won by me}.
",4/19/2014 15:42:46,4/19/2014 15:42:46,387,
1594,Rewrite the sentence in the passive voice.,I bought the pizza.,"---
- {The pizza was bought by me}.
",4/19/2014 15:42:46,4/19/2014 15:42:46,387,
1595,Rewrite the sentence in the passive voice.,My mother cleaned the room.,"---
- {The room was cleaned by my mother}.
",4/19/2014 15:42:46,4/19/2014 15:42:46,387,
1596,Rewrite the sentence in the passive voice.,Someone slipped a letter under my door.,"---
- {A letter was slipped under my door by someone}.
",4/19/2014 15:42:46,4/19/2014 15:42:46,387,
1597,Rewrite the sentence in the passive voice.,Sally will take out the trash.,"---
- {The trash will be taken out by Sally}.
",4/19/2014 15:42:46,4/19/2014 15:42:46,387,
1598,Rewrite the sentence in the active voice.,The racecar was driven by John.,"---
- {John drove the racecar}.
",4/19/2014 15:42:47,4/19/2014 15:42:47,388,
1599,Rewrite the sentence in the active voice.,The bees' nest was removed by the gardener.,"---
- {The gardener removed the bees' nest}.
",4/19/2014 15:42:47,4/19/2014 15:42:47,388,
1600,Rewrite the sentence in the active voice.,My groceries were rung up by the cashier.,"---
- {The cashier rung up my groceries}.
",4/19/2014 15:42:47,4/19/2014 15:42:47,388,
1601,Rewrite the sentence in the active voice.,May flowers are brought by April showers.,"---
- {April showers bring May flowers}.
",4/19/2014 15:42:47,4/19/2014 15:42:47,388,
1604,Rewrite the sentence in the active voice.,No moss is gathered by a rolling stone.,"---
- {A rolling stone gathers no moss}.
",4/19/2014 15:42:47,4/19/2014 15:42:47,389,
1605,Rewrite the sentence in the active voice.,The doctor is kept away by an an apple a day.,"---
- {An apple a day keeps the doctor away}.
",4/19/2014 15:42:47,4/19/2014 15:42:47,389,
1606,Rewrite the sentence with the correct form of the underlined word.,Some people dedicate their <u>life / lives</u> to a greater cause.,"---
- Some people dedicate their {lives} to a greater cause.
",4/19/2014 15:42:47,4/19/2014 15:42:47,390,
1607,Rewrite the sentence with the correct form of the underlined word.,"After college, my friends' girlfriends became their <u>wife</u>.","---
- After college, my friends' girlfriends became their {wives}.
",4/19/2014 15:42:47,4/19/2014 15:42:47,391,
1608,Rewrite the sentence with the correct form of the underlined word.,A butcher uses different kinds of <u>knife</u>.,"---
- A butcher uses different kinds of {knives}.
",4/19/2014 15:42:47,4/19/2014 15:42:47,391,
1609,Rewrite the sentence with the correct form of the underlined word.,He ate both <u>half</u> of the cookie.,"---
- He ate both {halves} of the cookie.
",4/19/2014 15:42:47,4/19/2014 15:42:47,391,
1610,Rewrite the sentence with the correct form of the underlined word.,There are two <u>wolf</u> living in the woods.,"---
- There are two {wolves} living in the woods.
",4/19/2014 15:42:48,4/19/2014 15:42:48,391,
1611,Rewrite the sentence with the correct form of the underlined word.,I heard there are two active <u>volcano</u> on this island.,"---
- I heard there are two active {volcanoes} on this island.
",4/19/2014 15:42:48,4/19/2014 15:42:48,391,
1612,Rewrite the sentence with the correct form of the underlined word.,Let's grow some <u>tomato</u> in our garden.,"---
- Let's grow some {tomatoes} in our garden.
",4/19/2014 15:42:48,4/19/2014 15:42:48,391,
1613,Rewrite the sentence with the correct form of the underlined word.,"I'll have three <u>loaf / loaves</u> of bread, please.","---
- I'll have three {loaves} of bread, please.
",4/19/2014 15:42:48,4/19/2014 15:42:48,392,
1614,Rewrite the sentence with the correct form of the underlined word.,How many <u>potato / potatoes</u> are you going to buy?,"---
- How many {potatoes} are you going to buy?
",4/19/2014 15:42:48,4/19/2014 15:42:48,393,
1615,Rewrite the sentence with the correct form of the underlined word.,How many <u>man / men</u> are going with you?,"---
- How many {men} are going with you?
",4/19/2014 15:42:48,4/19/2014 15:42:48,394,
1616,Rewrite the sentence with the correct form of the underlined word.,"There is one door marked for <u>man</u>, and one for women.","---
- There is one door marked for {men}, and one for women.
",4/19/2014 15:42:48,4/19/2014 15:42:48,395,
1617,Rewrite the sentence with the correct form of the underlined word.,Two nice <u>man</u> helped me find my wallet.,"---
- Two nice {men} helped me find my wallet.
",4/19/2014 15:42:48,4/19/2014 15:42:48,395,
1618,Rewrite the sentence with the correct form of the underlined word.,The US still has not elected a <u>women</u> president.,"---
- The US still has not elected a {woman} president.
",4/19/2014 15:42:48,4/19/2014 15:42:48,395,
1619,Rewrite the sentence with the correct form of the underlined word.,The <u>women</u> has an adorable puppy.,"---
- The {woman} has an adorable puppy.
",4/19/2014 15:42:48,4/19/2014 15:42:48,395,
1620,Rewrite the sentence with the correct form of the underlined word.,There were more <u>woman</u> than men.,"---
- There were more {women} than men.
",4/19/2014 15:42:48,4/19/2014 15:42:48,395,
1621,Rewrite the sentence with the correct form of the underlined word.,The three <u>man</u> camped all week.,"---
- The three {men} camped all week.
",4/19/2014 15:42:48,4/19/2014 15:42:48,395,
1623,Rewrite the sentence with the correct form of the underlined word.,I have two <u>foot / feet</u>.,"---
- I have two {feet}.
",4/19/2014 15:42:48,4/19/2014 15:42:48,397,
1624,Rewrite the sentence with the correct form of the underlined word.,The fish was at least three <u>foot</u> long.,"---
- The fish was at least three {feet} long.
",4/19/2014 15:42:48,4/19/2014 15:42:48,398,
1625,Rewrite the sentence with the correct form of the underlined word.,What other animals walk on two <u>foot</u>?,"---
- What other animals walk on two {feet}?
",4/19/2014 15:42:48,4/19/2014 15:42:48,398,
1626,Rewrite the sentence with the correct form of the underlined word.,Sharks lose hundreds of <u>tooth</u> every year.,"---
- Sharks lose hundreds of {teeth} every year.
",4/19/2014 15:42:48,4/19/2014 15:42:48,398,
1627,Rewrite the sentence with the correct form of the underlined word.,I just had all of my wisdom <u>tooth</u> pulled.,"---
- I just had all of my wisdom {teeth} pulled.
",4/19/2014 15:42:48,4/19/2014 15:42:48,398,
1629,Rewrite the sentence with the correct form of the underlined word.,The shoe is tight on my left <u>feet</u>.,"---
- The shoe is tight on my left {foot}.
",4/19/2014 15:42:48,4/19/2014 15:42:48,398,
1630,Rewrite the sentence with the correct form of the underlined word.,Have you lost all of your baby <u>tooth / teeth</u> yet?,"---
- Have you lost all of your baby {teeth} yet?
",4/19/2014 15:42:48,4/19/2014 15:42:48,399,
1631,Rewrite the sentence with the correct form of the underlined words.,There are some <u>child</u> living near the school.,"---
- There are some {children} living near the school.
",4/19/2014 15:42:48,4/19/2014 15:42:48,400,
1632,Rewrite the sentence with the correct form of the underlined words.,Are you an only <u>children / child</u>?,"---
- Are you an only {child}?
",4/19/2014 15:42:48,4/19/2014 15:42:48,400,
1633,Rewrite the sentence with the correct form of the underlined word.,How many <u>child</u> do you have in the class?,"---
- How many {children} do you have in the class?
",4/19/2014 15:42:49,4/19/2014 15:42:49,401,
1634,Rewrite the sentence with the correct form of the underlined word.,Some <u>child</u> don't know how to share.,"---
- Some {children} don't know how to share.
",4/19/2014 15:42:49,4/19/2014 15:42:49,401,
1635,Rewrite the sentence with the correct form of the underlined word.,How many <u>person</u> are showing up to the party?,"---
- How many {people} are showing up to the party?
",4/19/2014 15:42:49,4/19/2014 15:42:49,401,
1636,Rewrite the sentence with the correct form of the underlined word.,These streets are constantly bustling with <u>person</u>.,"---
- These streets are constantly bustling with {people}.
",4/19/2014 15:42:49,4/19/2014 15:42:49,401,
1637,Rewrite the sentence with the correct form of the underlined word.,My aunt is a great <u>people</u>.,"---
- My aunt is a great {person}.
",4/19/2014 15:42:49,4/19/2014 15:42:49,401,
1638,Rewrite the sentence with the correct form of the underlined word.,It is important for a <u>children</u> to get exercise.,"---
- It is important for a {child} to get exercise.
",4/19/2014 15:42:49,4/19/2014 15:42:49,401,
1639,Rewrite the sentence with the correct form of the underlined words.,Where are all the <u>person / people</u> going to be staying tonight?,"---
- Where are all the {people} going to be staying tonight?
",4/19/2014 15:42:49,4/19/2014 15:42:49,402,
1640,Rewrite the sentence with the correct form of the underlined words.,He was my favorite <u>people / person</u> there.,"---
- He was my favorite {person} there.
",4/19/2014 15:42:49,4/19/2014 15:42:49,402,
1641,Rewrite the sentence with the correct form of the underlined words.,There is a family of <u>mouse / mice</u> living behind the walls.,"---
- There is a family of {mice} living behind the walls.
",4/19/2014 15:42:49,4/19/2014 15:42:49,403,
1642,Rewrite the sentence with the correct form of the underlined word.,I had some pet <u>mouse</u> when I was a kid.,"---
- I had some pet {mice} when I was a kid.
",4/19/2014 15:42:49,4/19/2014 15:42:49,404,
1643,Rewrite the sentence with the correct form of the underlined word.,Some <u>mouse</u> laugh when they are tickled.,"---
- Some {mice} laugh when they are tickled.
",4/19/2014 15:42:49,4/19/2014 15:42:49,404,
1644,Rewrite the sentence with the correct form of the underlined word.,My dog chased a <u>geese</u> in the park.,"---
- My dog chased a {goose} in the park.
",4/19/2014 15:42:49,4/19/2014 15:42:49,404,
1646,Rewrite the sentence with the correct form of the underlined word.,We once hiked by a couple of <u>deer</u> on this trail.,"---
- We once hiked by a couple of {deer} on this trail.
",4/19/2014 15:42:49,4/19/2014 15:42:49,404,
1648,Rewrite the sentence with the correct form of the underlined words.,His flock of pet <u>goose / geese</u> lined up to follow him.,"---
- His flock of pet {geese} lined up to follow him.
",4/19/2014 15:42:49,4/19/2014 15:42:49,405,
1649,Rewrite the sentence with the correct form of the underlined words.,"When driving, watch out for <u>deer / deers</u> crossing the road.","---
- When driving, watch out for {deer} crossing the road.
",4/19/2014 15:42:49,4/19/2014 15:42:49,406,
1650,Rewrite the sentence using the proper form of the underlined verb.,I <u>rides / ride</u> to school in the car.,"---
- I {ride} to school in the car.
",4/19/2014 15:42:50,4/19/2014 15:42:50,407,
1651,Rewrite the sentence using the proper form of the underlined verb.,They <u>packs / pack</u> their camping gear into the car.,"---
- They {pack} their camping gear into the car.
",4/19/2014 15:42:50,4/19/2014 15:42:50,407,
1652,Rewrite the sentence using the proper form of the underlined verb.,My uncle <u>drive / drives</u> me to school.,"---
- My uncle {drives} me to school.
",4/19/2014 15:42:50,4/19/2014 15:42:50,407,
1653,Rewrite the sentence using the proper form of the underlined verb.,The president of the club <u>sign</u> bills all day.,"---
- The president of the club {signs} bills all day.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1654,Rewrite the sentence using the proper form of the underlined verb.,Miriam <u>rush</u> to her train.,"---
- Miriam {rushes} to her train.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1655,Rewrite the sentence using the proper form of the underlined verb.,We <u>wants</u> a ribbon around each package.,"---
- We {want} a ribbon around each package.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1656,Rewrite the sentence using the proper form of the underlined verb.,Please <u>remembers</u> to bring a book to read.,"---
- Please {remember} to bring a book to read.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1657,Rewrite the sentence using the proper form of the underlined verb.,They <u>looks</u> at the patterns on the canyon walls.,"---
- They {look} at the patterns on the canyon walls.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1658,Rewrite the sentence using the proper form of the underlined verb.,I always <u>sprints</u> during the last part of the race.,"---
- I always {sprint} during the last part of the race.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1659,Rewrite the sentence using the proper form of the underlined verb.,Courtney <u>spend</u> her afternoons in the bookstore.,"---
- Courtney {spends} her afternoons in the bookstore.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1660,Rewrite the sentence using the proper form of the underlined verb.,Meghan <u>weave</u> patterns into some fabric.,"---
- Meghan {weaves} patterns into some fabric.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1661,Rewrite the sentence using the proper form of the underlined verb.,The cat <u>crouch</u> in the bushes and waits for the sun to set.,"---
- The cat {crouches} in the bushes and waits for the sun to set.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1662,Rewrite the sentence using the proper form of the underlined verb.,I <u>eats</u> three meals a day.,"---
- I {eat} three meals a day.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1663,Rewrite the sentence using the proper form of the underlined verb.,Our friend <u>work</u> really hard.,"---
- Our friend {works} really hard.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1664,Rewrite the sentence using the proper form of the underlined verb.,"Can you <u>sleeps</u> right now, or is it too loud?","---
- Can you {sleep} right now, or is it too loud?
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1665,Rewrite the sentence using the proper form of the underlined verb.,He <u>think</u> that he did well on the test.,"---
- He {thinks} that he did well on the test.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1666,Rewrite the sentence using the proper form of the underlined verb.,She <u>talk</u> all the time in class.,"---
- She {talks} all the time in class.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1667,Rewrite the sentence using the proper form of the underlined verb.,He <u>plant</u> new seeds in his garden every year.,"---
- He {plants} new seeds in his garden every year.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1668,Rewrite the sentence using the proper form of the underlined verb.,The hikers <u>dances</u> around a bonfire.,"---
- The hikers {dance} around a bonfire.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1669,Rewrite the sentence using the proper form of the underlined verb.,My friend <u>watch</u> every game of the season.,"---
- My friend {watches} every game of the season.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
1670,Rewrite the sentence using the proper form of the underlined verb.,Devon always <u>shuffle</u> the cards twice.,"---
- Devon always {shuffles} the cards twice.
",4/19/2014 15:42:50,4/19/2014 15:42:50,408,
