id,title,created,modified,categoryId,workbookId,description,classification,uid,flags
176,Tag Questions,10/13/2013 21:11:14,10/13/2013 21:11:14,37,1,"<b>Positive:</b> We are going to make it, aren't we?
<b>Negative:</b> You aren't on my team, are you?

Tag questions are little questions that we place at the end of sentences when we want to agree, disagree, or confirm what someone just said. If the first part of the sentence is positive (we <b>are</b> going to make it) then the tag question is negative (<b>aren't we</b>).",Tag Question,,{archived}
177,Yes & No,10/13/2013 21:12:39,10/13/2013 21:12:39,37,1,"<b>Correct:</b> Yes, my husband is a lawyer.
<b>Incorrect:</b> Yes my husband is a lawyer.

<b>Correct:</b> No, I don't want to go.
<b>Incorrect:</b> No I don't want to go.

When we begin a sentence with <b>yes</b> or <b>no</b>, we always put a comma afterwards.",Punctuation,,{archived}
178,Addressing People,10/13/2013 21:25:19,10/13/2013 21:25:19,37,1,"<b>Correct:</b> Can we go, Paul?
<b>Incorrect:</b> Can we go Paul?

<b>Correct:</b> Sarah, you should go to practice.
<b>Incorrect:</b> Sarah you should go to practice.

If we address somebody at the end of a sentence, we place a comma <i>before</i> their name. If we address somebody at the beginning of a sentence we place a comma <i>after</i> their name.",Punctuation,,{archived}
46,Writing Lists,9/15/2013 22:44:24,9/30/2013 19:38:49,8,1,"<b>Incorrect:</b> I'll have milk and toast and a muffin.
<b>Correct:</b> I'll have milk, toast, and a muffin.
<br>
When we write lists of three or more, we put a comma after each item in the list. We also put the word ""and"" before the last item of the list.
<br>",List Arrangment,,{archived}
42,Capitalization: Dates,9/15/2013 22:38:47,11/25/2013 19:27:16,7,1,"<b>Correct:</b> My birthday is on <b>Wednesday</b>, <b>May</b> 4th, 1994.
<b>Incorrect:</b> My birthday is on <u>wednesday</u>, <u>may</u> 4th, 1994.
<br>
We capitalize the names of specific days and months (<b>Wednesday</b>, <b>May</b>).
<br>",Capitalize Dates,,{archived}
37,In (Time),9/15/2013 22:31:54,11/25/2013 18:55:48,6,1,"<b>Correct:</b> I will meet my cousin <b>in</b> the fall.
<b>Incorrect:</b> I will meet my cousin <u>at</u> the fall.
<br>
We use <b>in</b> for months, seasons, and times of day, like October, winter or morning.
<br>",Preposition (Time),,{archived}
38,In (Place),9/15/2013 22:33:18,11/25/2013 18:56:27,6,1,"<b>Correct:</b> I had a great time <b>in</b> London.
<b>Incorrect:</b> I had a great time <u>at</u> London.
<br>
We use <b>in</b> when we are inside or within a place, like <b>in</b> France, or <b>in</b> a car.
<br>",Preposition (Place),,{archived}
39,On (Time),9/15/2013 22:35:12,11/25/2013 18:56:51,6,1,"<b>Correct:</b> I will meet with my counselor <b>on</b> Monday.
<b>Incorrect:</b> I will meet with my counselor <u>in</u> Monday.
<br>
We use <b>on</b> for days of the week and certain dates, like Monday or October 30th.
<br>",Preposition (Time),,{archived}
40,On (Place),9/15/2013 22:36:05,11/25/2013 18:57:16,6,1,"<b>Correct:</b> My grandparents keep a picture of me <b>on</b> their mantle.
<b>Incorrect:</b> My grandparents keep a picture of me <u>at</u> their mantle.
<br>
We use <b>on</b> for anything on a surface, like walls and tables.
<br>",Preposition (Place),,{archived}
36,At (Place),9/15/2013 22:29:59,11/25/2013 18:58:05,6,1,"<b>Correct:</b> Lots of people wait <b>at</b> the bus stop.
<b>Incorrect:</b> Lots of people wait <u>in</u> the bus stop.
<br>
We use <b>at</b> to talk about exact locations, like <b>at</b> the bus stop, or <b>at</b> home.
<br>",Preposition (Place),,{archived}
43,Capitalization: Names,9/15/2013 22:41:13,11/25/2013 19:36:37,7,1,"<b>Correct:</b> <b>Sarah's</b> birthday is coming soon.
<b>Incorrect:</b> <u>sarah's</u> birthday is coming soon.
<br>
We capitalize names of people (<b>Sarah</b>, <b>Abraham Lincoln</b>).
<br>",Capitalize Names,,{archived}
45,Writing the Date,9/15/2013 22:43:42,11/25/2013 20:20:07,8,1,"<b>Correct:</b> August 30th, 1972
<b>Incorrect:</b> 1972, 30th, August
<br>
When we write dates, we start with the month (August), then the day (30th), and end with the year (1972). We also put a comma in between the day and the year (August 30th, 1972).
<br>",Date Arrangement,,{archived}
71,Broke,9/15/2013 23:22:17,11/27/2013 18:42:32,12,1,"<b>Correct:</b> He <b>broke</b> my favorite cup.
<b>Incorrect:</b> He <u>breaked</u> my favorite cup.
<br>
The past tense of ""break"" is <b>broke</b>.
<br>",Irregular Past Tense,,{archived}
174,Still,10/13/2013 21:07:51,12/8/2013 22:30:59,38,1,"<b>With Still:</b> I don't like roller coasters. Still, I think theme parks are fun.
<b>Without Still:</b> I don't like roller coasters. I think theme parks are fun.

We use <b>still</b> at the beginning of a sentence to say something is true <i>despite</i> what was said earlier. We place a comma after <b>still</b> (<b>Still,</b> I think theme parks are fun).",Introductions,,{archived}
175,Meanwhile,10/13/2013 21:09:19,12/8/2013 22:31:23,38,1,"<b>With Meanwhile:</b> I was cleaning the whole house. <b>Meanwhile,</b> my brother was still sleeping.
<b>Without Meanwhile:</b> I was cleaning the whole house. My brother was still sleeping.

We use <b>meanwhile</b> at the beginning of a sentence to say two events are happening at the same time. We place a comma after <b>meanwhile</b> (<b>Meanwhile,</b> my brother was still sleeping).",Introductions,,{archived}
61,Sheep,9/15/2013 23:02:43,9/30/2013 19:43:18,10,1,"<b>Singular:</b> Do you own a <u>sheep</u>?
<b>Plural:</b> Do you own three <b>sheep</b>?
<br>
The word ""sheep"" does not change when it becomes plural.
<br>",Unchanging Plural Noun,,{archived}
103,I'm,9/16/2013 0:18:43,9/30/2013 20:09:29,15,1,"<b>Separate:</b> <u>I am</u> responsible for managing the team.
<b>Contraction:</b> <b>I'm</b> responsible for managing the team.
<br>
The contraction for ""I am"" is made by writing <b>I'm</b>.
<br>",Contraction,,{archived}
33,These & Those,9/15/2013 22:22:45,10/5/2013 1:36:08,5,1,"<b>Close by: These</b> shoes are dirty.
<b>Further away: Those</b> dogs are cute.
<br>
You use <b>these</b> and <b>those</b> when you are talking about more than one thing. You use <b>these</b> for things near you and <b>those</b> for things further away.
<br>",Determiner,,{archived}
52,"Ends with ""o""",9/15/2013 22:51:51,11/25/2013 20:46:13,10,1,"<b>Correct:</b> Do you know how many <b>potatoes</b> can fit in this sack?
<b>Incorrect:</b> Do you know how many <u>potatos</u> can fit in this sack?
<br>
Nouns that end in ""o"" (potato) have an irregular plural form. To make them plural, we add an ""es"" to the end of the word (<b>potatoes</b>).
<br>","Plural Nouns with ""o""",,{archived}
55,Foot vs. Feet,9/15/2013 22:55:12,11/25/2013 20:50:26,10,1,"<b>Correct:</b> Can you juggle the ball with both <b>feet</b>?
<b>Incorrect:</b> Can you juggle the ball with both <u>foots</u>?
<br>
The word ""foot"" has an irregular plural form. To make it plural, we change the double ""o"" (foot) into a double ""e"" (<b>feet</b>).
<br>",Irregular Plural Noun,,{archived}
56,Child vs. Children,9/15/2013 22:56:22,11/25/2013 20:51:24,10,1,"<b>Correct:</b> Where are the <b>children</b> playing right now?
<b>Incorrect:</b> Where are the <u>childs</u> playing right now?
<br>
The word ""child"" has an irregular plural form. To make it plural, we add ""ren"" to the end (<b>children</b>).
<br>",Irregular Plural Noun,,{archived}
57,Tooth vs. Teeth,9/15/2013 22:58:05,11/25/2013 20:54:35,10,1,"<b>Correct:</b> Did you know great white sharks lose hundreds of <b>teeth</b> every year?
<b>Incorrect:</b> Did you know great white sharks lose hundreds of <u>tooths</u> every year?
<br>
The word ""tooth"" has an irregular plural form, similar to the word ""foot"". To make it plural, we change the double ""o"" (tooth) into a double ""e"" (<b>teeth</b>).
<br>",Irregular Plural Noun,,{archived}
58,Mouse vs. Mice,9/15/2013 22:59:03,11/25/2013 20:58:33,10,1,"<b>Correct:</b> I think there are some <b>mice</b> living in the walls.
<b>Incorrect:</b> I think there are some <u>mouses</u> living in the walls.
<br>
The word ""mouse"" has an irregular plural form. To make it plural, we change the ""ouse"" (mouse) to ""ice"" (<b>mice</b>).
<br>",Irregular Plural Noun,,{archived}
59,Person vs. People,9/15/2013 23:01:04,11/25/2013 21:01:42,10,1,"<b>Correct:</b> I think we can fit at east three <b>people</b> in each room.
<b>Incorrect:</b> I think we can fit at least three <u>persons</u> in each room.
<br>
The word ""person"" has an irregular plural form. To make it plural, we change the ""rson"" (person) to ""ople"" (<b>people</b>).
<br>",Irregular Plural Noun,,{archived}
60,Deer,9/15/2013 23:02:00,11/25/2013 21:04:15,10,1,"<b>Singular:</b> I saw a <u>deer</u> crossing the road earlier.
<b>Plural:</b> I saw ten <b>deer</b> crossing the road earlier.
<br>
The word ""deer"" does not change when it becomes plural.
<br>",Unchanging Plural Noun,,{archived}
64,Himself,9/15/2013 23:08:04,11/25/2013 21:25:14,11,1,"<b>Reflexive:</b> Steven sees <b>himself</b> becoming team captain one day.
<b>Non-Reflexive:</b> I see Steven becoming team captain one day.
<br>
If a male subject (Steven) does something to himself, we use a reflexive pronoun (<b>himself</b>). In the second example, the subject (I) is seeing someone else, so we do not use a reflexive pronoun.
<br>",Reflexive Pronoun,,{archived}
65,Herself,9/15/2013 23:08:51,11/25/2013 21:27:02,11,1,"<b>Reflexive:</b> Jasmine heard <b>herself</b> singing through the speakers.
<b>Non-Reflexive:</b> He heard Jasmine singing through the speakers.
<br>
If a female subject (Jasmine) does something to herself, we use a reflexive pronoun (<b>herself</b>). In the second example, the subject (He) is listening to someone else, so we do not use a reflexive pronoun.
<br>",Reflexive Pronoun,,{archived}
66,Itself,9/15/2013 23:09:54,11/25/2013 21:28:02,11,1,"<b>Reflexive:</b> My computer can shut <b>itself</b> off.
<b>Non-Reflexive:</b> I can shut down my computer.
<br>
If an object (computer) does something to itself, we use a reflexive pronoun (<b>itself</b>). In the second example, the subject of the sentence (I) is shutting the computer down, and not shutting himself down, so we do not use a reflexive pronoun.
<br>",Reflexive Pronoun,,{archived}
67,Ourselves,9/15/2013 23:11:54,11/25/2013 21:29:05,11,1,"<b>Reflexive:</b> We worked <b>ourselves</b> to the point of exhaustion.
<b>Non-Reflexive:</b> Our company works almost 80 hours a week.
<br>
If the subject (We) does something to itself, we use a reflexive pronoun (<b>ourselves</b>). In the second example, the <i>company</i> is making us work instead of <i>us</i> working <b>ourselves</b>, so we do not use a reflexive pronoun.
<br>",Reflexive Pronoun,,{archived}
68,Yourselves,9/15/2013 23:15:10,11/25/2013 21:29:50,11,1,"<b>Reflexive:</b> I see that you all really applied <b>yourselves</b> for this assignment.
<b>Non-Reflexive:</b> I see that you worked really hard for this assignment.
<br>
When we address multiple people (you all) doing something to themselves, we use a reflexive pronoun (<b>yourselves</b>).
<br>",Reflexive Pronoun,,{archived}
69,Themselves,9/15/2013 23:16:35,11/25/2013 21:30:28,11,1,"<b>Reflexive:</b> The models showed <b>themselves</b> off in various outfits.
<b>Non-Reflexive:</b> The camera crew showed the models the pictures they took.
<br>
If the subject (models) does something to themselves, we use a reflexive pronoun (<b>themselves</b>). Sentences where the subject (crew) does not do something to itself do not need a reflexive pronoun.
<br>",Reflexive Pronoun,,{archived}
70,Became,9/15/2013 23:19:46,11/27/2013 18:42:58,12,1,"<b>Correct:</b> After three years of practice, I <b>became</b> a skillful archer.
<b>Incorrect:</b> After three years of practice, I <u>becomed</u> a skillful archer.
<br>
The past tense of ""become"" is <b>became</b>.
<br>",Irregular Past Tense,,{archived}
72,Built,9/15/2013 23:23:14,11/27/2013 18:43:23,12,1,"<b>Correct:</b> My mom <b>built</b> that chicken coop last year.
<b>Incorrect:</b> My mom <u>builded</u> that chicken coop last year.
<br>
The past tense of ""build"" is <b>built</b>.
<br>",Irregular Past Tense,,{archived}
73,Came,9/15/2013 23:24:05,11/27/2013 18:45:46,12,1,"<b>Correct:</b> I'm glad you <b>came</b> to my party.
<b>Incorrect:</b> I'm glad you <u>comed</u> to my party.
<br>
The past tense of ""come"" is <b>came</b>.
<br>",Irregular Past Tense,,{archived}
162,Capitalize Appropriate Words in Titles,10/13/2013 20:00:04,10/14/2013 23:06:13,31,1,"<b>Correct:</b> My favorite book is called <i>A Return to the Beginnings of Time and Space.</i>
<b>Incorrect:</b> My favorite book is called <i>A return to the beginnings of time and space.</i>

When we write out titles, we always capitalize the first word in the title along with proper nouns and longer words. 

Smaller words like articles (the), conjunctions (but), and prepositions (to) remain in the lower case.",Capitalization,,{archived}
179,Regular Past Participles,10/23/2013 2:25:52,10/23/2013 2:25:52,39,1,"<b>With a Helping Verb:</b> I have <b>walked</b> to the library before.
<b>As an Adjective:</b> Gene had <b>chilled</b> fruit with his lunch.

Regular past participles are made by adding ""ed"" to the end of the verbs. We use the past participle with helping verbs like ""have"" or ""had"" (I have <b>walked</b>). Past participles can also be used as adjectives when they come before nouns (<b>chilled fruit</b>), or when they follow the verb ""be"".",Past Participle,,{archived}
180,Eaten,10/23/2013 2:27:26,10/23/2013 2:27:26,39,1,"<b>Correct:</b> I have <b>eaten</b> pancakes before.
<b>Incorrect:</b> I have <u>eated</u> pancakes before.

The past participle for ""eat"" is <b>eaten</b>.",Past Participle,,{archived}
186,Misplaced Modifiers,10/23/2013 20:40:44,10/23/2013 20:40:44,40,1,"<b>Correct:</b> The drawing <b>on the refrigerator</b> was done by my son.
<b>Incorrect:</b> The drawing was done by my son <u>on the refrigerator</u>.

It is best to describe everything about something (drawing <b>on the refrigerator</b>) <i>before</i> mentioning other people or things related to it (done by my son). The first example mentions a drawing that is on the refrigerator, while the second example shows an odd situation where the son was on top of the refrigerator.",Sentence Structure,,{archived}
193,Using Quill,11/4/2013 1:36:18,11/4/2013 16:57:04,45,1,"<b>Correct:</b> <b>A</b> crafty smile flitted across the shrew's rugged <b>face.</b>
<b>Incorrect:</b> <u>a</u> crafty smile flitted across the shrew's rugged <u>face</u> 

We <i>always</i> capitalize the first letter of the first word of a sentence (<b>A</b>). 

We end our sentences with proper punctuation: a period, a question mark, or an exclamation mark (<b>face.</b>). ",Writing Complete Sentences,,{archived}
197,"Thrown, Throne",11/11/2013 0:29:29,11/11/2013 0:29:29,50,1,"The verb <b>throw</b> has an irregular past tense form, threw, and an irregular participle form: <b>thrown</b>. 

<br>

The noun <b>throne</b> is the ceremonial chair used by a king or some other ruler.

<br>",Commonly Confused Words,,{archived}
234,Quotations Come in Pairs,11/17/2013 20:49:14,11/17/2013 20:52:59,54,1,"<b>Correct:</b> The instructions say, ""Turning the screws clockwise makes them tighter.""
<b>Incorrect:</b> The instructions say, ""Turning the screws clockwise makes them tighter.

We write quotation marks at the beginning <i>and</i> the end of a quotation.",Punctuation,,{archived}
198,"Meant, Mint",11/11/2013 0:31:25,11/11/2013 0:31:25,50,1,"The verb <b>mean</b> (to communicate, indicate, signify) has an irregular past tense form: meant. From this same root we get the noun <b>meaning</b>. 

<br>

The noun <b>mint</b> refers to various aromatic plants whose highly flavored leaves are used in cooking (e.g. peppermint, spearmint). The same word also refer to a place where money is coined. 

<br>",Commonly Confused Words,,{archived}
199,Although,11/11/2013 0:44:39,11/11/2013 0:44:39,50,1,"The word <b>although</b> means ""even though"" or ""in spite of the fact that."" It is a subordinating conjunction. Make sure you spell this as one word: although (not ""all though"").

<br>",Commonly Confused Words,,{archived}
200,"Please, Pleas",11/11/2013 0:46:31,11/11/2013 0:46:31,51,1,"The word <b>please</b> can be a verb meaning ""to satisfy, to delight,"" or it can be an interjection that signals a polite request.

<br>

A <b>plea</b> (noun) is an urgent request or an emotional appeal. It can also refer to a legal claim, as when an accused person makes a plea of ""guilty"" or ""not guilty"" in court. The plural form of the noun is pleas.

<br>",Commonly Confused Words,,{archived}
202,"Pour, Poor",11/11/2013 0:50:01,11/11/2013 0:50:01,51,1,"<b>Pour</b> is a verb. It can take an object (She poured some juice into the glass), or it can be intransitive (Water poured from the roof, making a big puddle on the ground).

<b>Poor</b> is an adjective that can refer to someone or something that lacks money, or it can refer to someone or something that is unfortunate or deficient in some other way.",Commonly Confused Words,,{archived}
209,"Loose, Lose",11/11/2013 1:13:46,11/11/2013 1:13:46,49,1,"<b>Lose: lose</b> my keys, <b>lose</b> a game, <b>lose</b> one's balance.
<b>Loose:</b> the screws were <b>loose</b>, it broke <b>loose</b>.
<br>
We use <b>lose</b> when we can't find something, don't have something, or didn't win. 
<br>
We use <b>loose</b> when something isn't tight, or something is freed.",Commonly Confused Words,,{archived}
110,That,9/19/2013 2:20:12,12/9/2013 19:43:25,16,1,"<b>Incorrect:</b> Did you get the email <u>who</u> I sent this morning?
<b>Correct:</b> Did you get the email <b>that</b> I sent this morning?
<br>
We use <b>that</b> to give more details about an <i>object</i> (the email).
Unlike ""which"", we use <b>that</b> when the details are are important to the meaning of the sentence (<b>that</b> I sent this morning). We usually don't place commas before <b>that</b>.
<br>",Relative Pronoun,,{archived}
201,"Finally, Finely",11/11/2013 0:47:38,11/11/2013 0:47:38,51,1,"The adverb <b>finally</b> means in the end, at last. Compare the adjective: final.

<br>

The adverb <b>finely</b> can mean ""in tiny pieces"" or it can mean ""elegantly, nicely."" Compare the adjective: fine.

<br>",Commonly Confused Words,,{archived}
203,"Greece, Grease",11/11/2013 1:00:18,11/11/2013 1:00:18,52,1,"<b>Greece is the name</b> of a country. The people who live in Greece are called Greeks, and they speak the Greek language. Since Greece is the name of a country, it is always capitalized.

<br>

<b>Grease</b> (noun) is an oily or fatty substance. To <b>grease</b> (verb) means to smear something with grease. If something is covered with grease, it is greasy (adjective). The phrase ""greasy spoon"" refers to a restaurant where there is a lot of fried food on the menu.

<br>",Commonly Confused Words,,{archived}
204,"Clean, Cleanse",11/11/2013 1:01:41,11/11/2013 1:01:41,52,1,"The word <b>clean</b> can be a verb (I clean, you clean, she cleans), and it can also be an adjective (my clothes are clean). You can make the word into a noun by adding -er: a ""cleaner"" is someone or something who cleans.

<br>

The word <b>cleanse</b> is a verb that means to make something completely clean. It can also mean to wash away a stain or impurity. The word is pronounced: /klens/ (rhymes with the word ""lens""). You can also turn this verb into a noun by adding -(e)r: a ""cleanser"" is someone or something that cleanses.

<br>",Commonly Confused Words,,{archived}
217,Vocabulary: Breath vs Breathe,11/14/2013 4:37:49,11/14/2013 5:32:34,53,1,"""Don't forget to <b>breathe</b> during the sprints, it will make you run faster.""
It was so cold in my room last night I could see my <b>breath</b>.
<br>
<b>breath</b> is the verb ""to breath"" as in to inhale.  
</b>breathe</b> is the air that you exhale, your breathe.",Vocabulary,,{archived}
205,"Bear, Bare",11/11/2013 1:03:02,11/11/2013 1:03:02,52,1,"The verb <b>bear</b> means to carry, and <b>bear</b> can also be the name of an animal, e.g. polar bear, koala bear, panda bear, etc.

<br>

The adjective <b>bare</b> means that something is not clothed or covered; it can also refer to something that is empty. The word <b>bare</b> can also be a verb, meaning to uncover something or to expose something to view.

<br>",Commonly Confused Words,,{archived}
207,"Then, Than",11/11/2013 1:12:26,11/11/2013 1:12:26,49,1,"<b>Than:</b> I am older <b>than</b> my brother.
<b>Then:</b> The sky was pink, and <b>then</b> it became dark.
<br>
We use <b>than</b> to compare two or more things. We use <b>then</b> to say ""at that time.""
<br>",Commonly Confused Words,,{archived}
208,"Your, You're",11/11/2013 1:13:16,11/11/2013 1:13:16,49,1,"<b>Your:</b> I need to borrow <b>your</b> umbrella.
<b>You're:</b> I hope that <b>you're</b> going to lend me one.
<br>

We use <b>your</b> when something belongs to ""you.""  <b>You're</b> means ""you are.""
<br>",Commonly Confused Words,,{archived}
211,"It's, Its",11/11/2013 1:16:37,11/11/2013 1:16:37,48,1,"<b>It's:</b> <b>It's</b> a nice day.
<b>Its:</b> The dog wags <b>its</b> tail. 

<br>

<b>It's</b> is the same as ""it is"". 

<br>

<b>Its</b> means the object (tail) belongs to the subject (dog). 

<br>",Commonly Confused Words,,{archived}
212,"There, Their, They're",11/11/2013 1:17:33,11/11/2013 1:19:33,48,1,"<b>There:</b> <b>There</b> is a park by the lake.
<b>They're:</b> <b>They're</b> going to the park. 
<b>Their:</b>  They left <b>their</b> Frisbee at the park. 

<br>

<b>There</b> is used for locations. 
<b>They're</b> is the same as ""they are"".
<b>Their</b> is used when something (they) owns something else (frisbee). 

<br>",Commonly Confused Words,,{archived}
194,Correct Messy Sentences,11/9/2013 21:47:04,12/13/2013 18:39:03,46,1,,Messy Sentences,,{archived}
210,"To, Too & Two",11/11/2013 1:15:25,11/11/2013 1:15:25,48,1,"<b>To:</b> I sent an email <b>to</b> you.
<b>Too:</b> Brett sent you an email <b>too</b>.
<b>Two:</b> Pat sent you not one, but <b>two</b> emails.
<br>
<b>To</b> is used mostly to show where something is moving. 
<br>
<b>Too</b> can either mean ""also"" or ""excessive"". <b>Two</b> is the number after ""one"".
<br>",Commonly Confused Words,,{archived}
213,"Verbs Beginning with ""to""",11/11/2013 18:56:39,11/11/2013 18:59:10,47,1,"<b>Correct:</b> Mike learned how to read, write, and speak French.
<b>Correct:</b> Mike learned how to read, to write, and to speak French.

<b>Incorrect:</b> Mike learned how to read, write, and <u>speaking</u> French.

If a list of actions begins with words like ""to read"", we do not write ""ing"" at the end of any action in the list. ",Sentence Structure,,{archived}
218,Vocabulary: Raised vs Razed,11/14/2013 4:39:46,11/14/2013 5:34:03,53,1,"My family <b>raised</b> a litter of cats and then put them up for adoption.
The demolition crew <b>razed</b> the old office building to the ground.

<b>Raised</b> is the past tense form of the verb ""to raise"" which can mean either lifting something up (raise the bar) or to rear a living thing (raise a litter of cats). 
<b>Razed</b> is the past tense form of the verb ""to raze"" which means to level a building to the ground by completely destroying or burning the structure.",Vocabulary,,{archived}
219,Vocabulary: Grownup vs Grown-up,11/14/2013 4:41:45,11/14/2013 5:35:43,53,1,"""Don't go in the sauna, its for </b>grownups</b>,"" said the mother to her daughter.
""When you are more <b>grown-up</b> you will learn to like broccoli.
<br>
<b>Grownup</b> is a noun which means an adult person.  
<b>Grown-up</b> when written with a hyphen, is an adjective that means adult-like, or no longer childish.",Vocabulary,,{archived}
224,Vocabulary: Shown vs Shone,11/14/2013 4:59:40,11/14/2013 6:04:53,53,1,"I was <b>shown</b> around the mansion by the butler.
Pure white light <b>shone</b> down brilliantly around us.
<br>
<b>Shown</b> is the past participle of the verb ""to show"".
<b>Shone</b> the past participle of the verb ""to shine"".",Vocabulary,,{archived}
221,Vocabulary: Cannot,11/14/2013 4:47:49,11/14/2013 5:41:04,53,1,"The sign said, ""You <b>cannot pass here.""
<br>
When we write out ""can not"" we either can use the contraction form ""can't"" or we write <b>cannot</b>.  
<br>
Can not is just a misspelled version of ""cannot,"" and is always incorrect.",Vocabulary,,{archived}
216,Vocabulary: Passed vs Past,11/14/2013 4:36:31,11/14/2013 5:52:47,53,1,"The time to kick a field goal had already <b>passed</b>.
""Don't worry about the fight we had, its all in the <b>past</b>,"" I said to my brother.
<b>
<b>Passed</b> is the past tense form of the verb to pass.
<b>Past</b> has several meanings, but usually refers to an event that took place prior to the present.",Vocabulary,,{archived}
225,Vocabulary: Ever after,11/14/2013 5:00:54,11/14/2013 6:05:59,53,1,"The happy young couple lived happily <b>ever after</b>, or so they thought...
<br>
<Ever after</b> is always written with a space between the two words.  
""Everafter"" is just a misspelling of <b>ever after</b>.",Vocabulary,,{archived}
220,Vocabulary: A While vs Awhile,11/14/2013 4:46:15,11/14/2013 7:21:52,53,1,"Its been <b>a while</b> since I last saw you.
Go study <b>awhile</b>. 
<br>
<b>A while</b> is a noun that stands for a period of time.  
<b>Awhile</b> is an adverb that also means ""a period of time""
<br>
To make the distinction a little clearer, notice how in the first sentence <b>a while</b> could be replaced with another unit of time, such as two months, and the sentence would still make sense.
<br>
Its been <b>a while</b> since I last saw you.
Its been two months since I last saw you.
<br>
In the second sentence sentence, <b>awhile</b> could be replaced with another adjective, such as quietly, and still make sense.
<br>
Go study <b>awhile</b>. 
Go study quietly.

",Vocabulary,,{archived}
228,Plural vs. Singular Possessive,11/14/2013 19:13:35,11/14/2013 19:18:06,34,1,"<b>Correct:</b> The <b>saddles</b> on each horse were both comfortable and stylish.
<b>Incorrect:</b> The <u>saddle's</u> on each horse were both comfortable and stylish.

Plural words that do <i>not</i> own something are written without an apostrophe.  Words with an apostrophe placed <i>before<i> an ""s"" are singular possessive words.",Plural vs. Possessive,,{archived}
222,Vocabulary: Mary vs Marry,11/14/2013 4:48:53,11/14/2013 5:27:52,53,1,"""I refuse to <b>marry</b>!"" said the woman to her father.
""I saw Mary the other day at the supermarket.""
<b>
<b>Marry</b> is a verb which means ""to wed"".  
<b>Mary</b> is a name, and therefore is a proper noun.  As a result, Mary is always capitalized.",Vocabulary,,{archived}
215,Vocabulary: Every Day vs Everyday,11/14/2013 4:33:55,11/14/2013 5:31:10,53,1,"I work on my flip turns <b>every day</b> at swim practice.
Pop quizzes are an <b>everyday</b> occurrence in this class.
<b>
<b>Every day</b> when written with a space, means literally every day.  When written without a space, <b>everyday</b> becomes an adjective that means common place or frequently occurring.",Vocabulary,,{archived}
223,Vocabulary: Quiet vs Quite,11/14/2013 4:55:48,11/14/2013 5:48:02,53,1,"During study hours, the library was so <b>quiet</b> you could hear people turning the pages of their books.
It was <b>quite</b> a shock when Marty managed to make it home for Christmas.
<br>
<b>Quiet<b> is an adjective that means soft or silent. 
<b>Quite</b> is an adjective that means ""to a noticeable degree or extent.""",Vocabulary,,{archived}
309,Whose,4/19/2014 15:42:28,4/19/2014 15:42:28,16,1,"<b>Correct:</b> My friend Steve, <b>whose</b> <u>job</u> is fun, loves going to work.
<b>Incorrect:</b> My friend Steve, <u>who job</u> is fun, loves going to work.
<br>
We use <b>whose</b> to give more details about something the subject (Steve) owns (<u>job</u>).
<br>",Relative Pronoun,"Advanced: Whose, Whom, Who-1","{archived,production}"
229,Plural vs. Plural Possessive,11/14/2013 19:14:55,11/14/2013 19:30:55,34,1,"<b>Correct:</b> All the <b>kids</b> splashing around in the pool laughed without a care in the world.
<b>Incorrect:</b> All the <u>kids'</u> splashing around in the pool laughed without a care in the world.

Plural words that do <i>not</i> own something are written without an apostrophe. Words with an apostrophe at the end are plural possessive words, and own something.",Plural vs. Possessive,,{archived}
230,Let's,11/14/2013 19:35:43,11/14/2013 19:35:43,15,1,"<b>Correct: Let's</b> play a board game together.
<b>Incorrect:</b> <u>Lets</u> play a board game together.

<b>Let's</b> means ""let us"" and is used for suggestions. Lets without an apostrophe means ""to allow.""",Contractions,,{archived}
232,Let's vs Lets,11/14/2013 19:47:00,11/14/2013 19:47:00,53,1,"<b>Let's</b> go do some squats at the gym.
My brother <b>lets</b> me use his computer sometimes.
<br>
<b>Let's</b>, when spelled with an apostrophe, is the contraction form of ""let us"".
<b>Lets</b>, when spelled without an apostrophe, means ""allows"" or ""permits"".",Vocabulary,,{archived}
227,Dug,11/14/2013 19:09:48,12/21/2013 20:00:40,12,1,"<b>Incorrect:</b> The fox quickly <u>digged</u> a hole in the snow to keep warm.
<b>Correct:</b> The fox quickly <b>dug</b> a hole in the snow to keep warm.
<br>
The past tense of ""dig"" is <b>dug</b>.",Irregular Past Tense,,{archived}
235,Capitalize the First Word of a Quotation.,11/17/2013 20:52:12,11/17/2013 20:52:12,54,1,"<b>Correct:</b> In his excitement, the athlete shouted, ""<b>I</b> won!""
<b>Incorrect:</b> In his excitement, the athlete shouted, ""<u>i</u> won!""

The first letter of the first word in a quotation is always capitalized.",Punctuation,,{archived}
473,Using Commas with Numbers,4/19/2014 15:43:08,4/19/2014 15:43:09,29,1,"<b>Correct:</b> 1,500,000

<b>Incorrect:</b> 1, 500, 000
<br>
We do not put a space before or after a comma when we are writing numbers. 
<br>",Comma Spacing with Numbers,Using Spaces with Punctuation-3,"{archived,production}"
